STARNAME,TWOMASS_NAME,Plate,GSC_Name,TYC_Name,HIP_Name,RA_Final,DEC_Final,GSC_B,GSC_V,TWOMASS_J,TWOMASS_H,TWOMASS_K,SP1,SP2,RPM_LOG_g,Teff,log_g,FeH,GSC_B_E,GSC_V_E,TWOMASS_J_E,TWOMASS_H_E,TWOMASS_K_E,Teff_E,log_g_E,FeH_E,Epoch_0,RA_0,DEC_0,RA_TWOMASS,DEC_TWOMASS,GSC_PM_RA,GSC_PM_DEC,GSC_PM_RA_E,GSC_PM_DEC_E,TYC_B,TYC_B_E,TYC_V,TYC_V_E,HIP_PLX,HIP_PLX_E,HIP_SPTYPE
GSC-00122-00066_BEAM1,TWOMASS-J05370819+0536307,HD37605,GSC-00122-00066,NO_TYC_ID,NO_HIP_ID,84.284212,5.60854,12.6369,11.8806,10.678,10.283,10.233,K4,G2,MainSeq,5624,4.26,-0.694,0.254853,0.430225,0.021,0.02,0.019,142,0.076,0.292,2008.71,84.284211,5.608541,84.284165,5.608545,18.49801,-14.5586,3.24284,3.67063,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00122-00066_BEAM2,TWOMASS-J05370819+0536307,HD37605,GSC-00122-00066,NO_TYC_ID,NO_HIP_ID,84.284212,5.60854,12.6369,11.8806,10.678,10.283,10.233,K4,G2,MainSeq,5624,4.26,-0.694,0.254853,0.430225,0.021,0.02,0.019,142,0.076,0.292,2008.71,84.284211,5.608541,84.284165,5.608545,18.49801,-14.5586,3.24284,3.67063,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00122-01103_BEAM1,TWOMASS-J05363478+0450523,HD37605,GSC-00122-01103,NO_TYC_ID,NO_HIP_ID,84.144861,4.84782,12.1262,11.3954,10.268,9.979,9.896,K4,F9,MainSeq,5666,3.767,-0.371,0.354317,0.40863,0.023,0.02,0.019,121,0.171,0.13,2008.71,84.144863,4.847822,84.144947,4.847871,-23.33594,-24.3618,3.99979,3.14747,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00122-01103_BEAM2,TWOMASS-J05363478+0450523,HD37605,GSC-00122-01103,NO_TYC_ID,NO_HIP_ID,84.144861,4.84782,12.1262,11.3954,10.268,9.979,9.896,K4,F9,MainSeq,5666,3.767,-0.371,0.354317,0.40863,0.023,0.02,0.019,121,0.171,0.13,2008.71,84.144863,4.847822,84.144947,4.847871,-23.33594,-24.3618,3.99979,3.14747,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-00040_BEAM1,TWOMASS-J05425114+0503544,HD37605,GSC-00123-00040,NO_TYC_ID,NO_HIP_ID,85.713068,5.065087,13.0561,11.5759,10.316,9.854,9.78,M0,K1,MainSeq,5157,4.677,-0.38,0.393754,0.430164,0.019,0.02,0.021,161,0.175,0.07,2008.71,85.713069,5.065087,85.71309,5.065128,-17.1857,1.82955,4.96051,5.07881,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-00040_BEAM2,TWOMASS-J05425114+0503544,HD37605,GSC-00123-00040,NO_TYC_ID,NO_HIP_ID,85.713068,5.065087,13.0561,11.5759,10.316,9.854,9.78,M0,K1,MainSeq,5157,4.677,-0.38,0.393754,0.430164,0.019,0.02,0.021,161,0.175,0.07,2008.71,85.713069,5.065087,85.71309,5.065128,-17.1857,1.82955,4.96051,5.07881,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-00951_BEAM1,TWOMASS-J05430383+0449566,HD37605,GSC-00123-00951,NO_TYC_ID,NO_HIP_ID,85.765986,4.832407,13.8461,11.7439,9.192,8.403,8.228,M1,K5,MainSeq,5061,3.784,0.064,0.41232,0.428066,0.019,0.049,0.019,91,0.743,0.482,2008.71,85.765986,4.832407,85.765997,4.832389,-7.02256,2.17765,5.63233,5.36758,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-00951_BEAM2,TWOMASS-J05430383+0449566,HD37605,GSC-00123-00951,NO_TYC_ID,NO_HIP_ID,85.765986,4.832407,13.8461,11.7439,9.192,8.403,8.228,M1,K5,MainSeq,5061,3.784,0.064,0.41232,0.428066,0.019,0.049,0.019,91,0.743,0.482,2008.71,85.765986,4.832407,85.765997,4.832389,-7.02256,2.17765,5.63233,5.36758,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-00954_BEAM1,TWOMASS-J05423760+0459218,HD37605,GSC-00123-00954,NO_TYC_ID,NO_HIP_ID,85.656657,4.989233,12.7123,11.3897,10.234,9.875,9.789,K4,F9,MainSeq,5290,4.6,-0.236,0.394151,0.430117,0.019,0.02,0.019,71,0.11,0.098,2008.71,85.656658,4.989237,85.656707,4.989392,-20.31532,-52.22754,5.70447,4.21701,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-00954_BEAM2,TWOMASS-J05423760+0459218,HD37605,GSC-00123-00954,NO_TYC_ID,NO_HIP_ID,85.656657,4.989233,12.7123,11.3897,10.234,9.875,9.789,K4,F9,MainSeq,5290,4.6,-0.236,0.394151,0.430117,0.019,0.02,0.019,71,0.11,0.098,2008.71,85.656658,4.989237,85.656707,4.989392,-20.31532,-52.22754,5.70447,4.21701,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-01162_BEAM1,TWOMASS-J05403618+0434160,HD37605,GSC-00123-01162,NO_TYC_ID,NO_HIP_ID,85.150624,4.570516,9999,11.7403,9.088,8.405,8.197,dM,M0,MainSeq,4065,4.295,-1.49,-9999,0.412379,0.031,0.031,0.023,189,0.324,0.173,2008.71,85.150629,4.570532,85.150779,4.571112,-65.6842,-236.7458,9.02278,3.48902,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00123-01162_BEAM2,TWOMASS-J05403618+0434160,HD37605,GSC-00123-01162,NO_TYC_ID,NO_HIP_ID,85.150624,4.570516,9999,11.7403,9.088,8.405,8.197,dM,M0,MainSeq,4065,4.295,-1.49,-9999,0.412379,0.031,0.031,0.023,189,0.324,0.173,2008.71,85.150629,4.570532,85.150779,4.571112,-65.6842,-236.7458,9.02278,3.48902,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00127-00144_BEAM1,TWOMASS-J05373144+0553239,HD37605,GSC-00127-00144,NO_TYC_ID,NO_HIP_ID,84.380845,5.889674,12.2176,10.8768,9.771,9.9,9.255,K4,K3,MainSeq,4852,4.757,-1.056,0.203847,0.430067,9999,0.027,9999,154,0.11,0.026,2008.71,84.380844,5.889674,84.381006,5.889974,11.34817,-4.82481,3.93476,5.91806,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00127-00144_BEAM2,TWOMASS-J05373144+0553239,HD37605,GSC-00127-00144,NO_TYC_ID,NO_HIP_ID,84.380845,5.889674,12.2176,10.8768,9.771,9.9,9.255,K4,K3,MainSeq,4852,4.757,-1.056,0.203847,0.430067,9999,0.027,9999,154,0.11,0.026,2008.71,84.380844,5.889674,84.381006,5.889974,11.34817,-4.82481,3.93476,5.91806,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00127-01091_BEAM1,TWOMASS-J05391362+0541089,HD37605,GSC-00127-01091,NO_TYC_ID,NO_HIP_ID,84.806879,5.685697,13.5959,11.8637,10.947,10.472,10.406,K4,K1,MainSeq,5203,4.592,-0.175,0.263329,0.43024,0.019,0.022,0.023,129,0.22,0.033,2008.71,84.806879,5.6857,84.806775,5.685815,3.22833,-40.55826,12.12059,4.37965,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00127-01091_BEAM2,TWOMASS-J05391362+0541089,HD37605,GSC-00127-01091,NO_TYC_ID,NO_HIP_ID,84.806879,5.685697,13.5959,11.8637,10.947,10.472,10.406,K4,K1,MainSeq,5203,4.592,-0.175,0.263329,0.43024,0.019,0.022,0.023,129,0.22,0.033,2008.71,84.806879,5.6857,84.806775,5.685815,3.22833,-40.55826,12.12059,4.37965,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00152-00443_BEAM1,TWOMASS-J06472899+0304381,APG_210+00,GSC-00152-00443,NO_TYCHO_STAR_ID,NO_HIP_ID,101.87069,3.077359,11.8324,11.3513,10.101,9.746,9.688,G5,G5,MainSeq,5526,4.4,0,0.427987,0.344304,0.014,0.017,0.02,105,0,0,2011.24,101.870692,3.077359,101.870793,3.077269,-24.3892,29.1441,4.37634,3.90264,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00152-00443_BEAM2,TWOMASS-J06472899+0304381,APG_210+00,GSC-00152-00443,NO_TYCHO_STAR_ID,NO_HIP_ID,101.87069,3.077359,11.8324,11.3513,10.101,9.746,9.688,G5,G5,MainSeq,5526,4.4,0,0.427987,0.344304,0.014,0.017,0.02,105,0,0,2011.24,101.870692,3.077359,101.870793,3.077269,-24.3892,29.1441,4.37634,3.90264,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00152-01873_BEAM1,TWOMASS-J06463922+0338479,APG_210+00,GSC-00152-01873,NO_TYCHO_STAR_ID,NO_HIP_ID,101.66332,3.646457,12.6119,11.3082,9.799,9.322,9.208,K0,K0,MainSeq,4945,4.4,0,0.428029,0.324935,0.018,0.023,0.02,105,0,0,2011.24,101.66332,3.646457,101.663442,3.646659,-43.9648,-15.4359,8.44938,11.31162,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00152-01873_BEAM2,TWOMASS-J06463922+0338479,APG_210+00,GSC-00152-01873,NO_TYCHO_STAR_ID,NO_HIP_ID,101.66332,3.646457,12.6119,11.3082,9.799,9.322,9.208,K0,K0,MainSeq,4945,4.4,0,0.428029,0.324935,0.018,0.023,0.02,105,0,0,2011.24,101.66332,3.646457,101.663442,3.646659,-43.9648,-15.4359,8.44938,11.31162,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00172-02810_BEAM1,TWOMASS-J07154672+0446232,APG_210+08,GSC-00172-02810,NO_TYC_ID,NO_HIP_ID,108.94464,4.773073,12.2745,11.6389,12.807,12.469,12.041,K5,K5,MainSeq,4342,4.4,0,0.29827,0.19631,0.033,0.069,0.047,105,0,0,2011.08,108.944638,4.773073,108.944684,4.773112,-7.453,-1.5728,2.75118,4.06825,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00172-02810_BEAM2,TWOMASS-J07154672+0446232,APG_210+08,GSC-00172-02810,NO_TYC_ID,NO_HIP_ID,108.94464,4.773073,12.2745,11.6389,12.807,12.469,12.041,K5,K5,MainSeq,4342,4.4,0,0.29827,0.19631,0.033,0.069,0.047,105,0,0,2011.08,108.944638,4.773073,108.944684,4.773112,-7.453,-1.5728,2.75118,4.06825,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00175-03215_BEAM1,TWOMASS-J07134000+0612192,APG_210+08,GSC-00175-03215,NO_TYC_ID,NO_HIP_ID,108.4168,6.205372,12.1609,11.2605,14.219,13.571,13.067,NA,NA,MainSeq,0,4.4,0,0.328206,0.212633,0.128,0.151,0.122,0,0,0,2011.08,108.416802,6.205372,108.416706,6.205354,1.5205,-8.93,10.24527,8.60474,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00175-03215_BEAM2,TWOMASS-J07134000+0612192,APG_210+08,GSC-00175-03215,NO_TYC_ID,NO_HIP_ID,108.4168,6.205372,12.1609,11.2605,14.219,13.571,13.067,NA,NA,MainSeq,0,4.4,0,0.328206,0.212633,0.128,0.151,0.122,0,0,0,2011.08,108.416802,6.205372,108.416706,6.205354,1.5205,-8.93,10.24527,8.60474,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00176-01489_BEAM1,TWOMASS-J07153671+0654185,APG_210+08,GSC-00176-01489,NO_TYC_ID,NO_HIP_ID,108.90303,6.905117,12.1481,11.5086,10.566,10.171,10.095,G2,G2,MainSeq,5579,4.4,0,0.373522,0.236889,0.031,0.03,0.026,105,0,0,2011.08,108.903031,6.905117,108.902959,6.905153,-13.73,-18.2658,23.42531,8.93086,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00176-01489_BEAM2,TWOMASS-J07153671+0654185,APG_210+08,GSC-00176-01489,NO_TYC_ID,NO_HIP_ID,108.90303,6.905117,12.1481,11.5086,10.566,10.171,10.095,G2,G2,MainSeq,5579,4.4,0,0.373522,0.236889,0.031,0.03,0.026,105,0,0,2011.08,108.903031,6.905117,108.902959,6.905153,-13.73,-18.2658,23.42531,8.93086,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00725-00317_BEAM1,TWOMASS-J06055766+1258451,APG_195-04,GSC-00725-00317,NO_TYC_ID,NO_HIP_ID,91.490402,12.978393,15.0561,10.6313,10.491,10.198,10.184,F8,F8,MainSeq,6033,4.4,0,0.427653,0.291452,0.025,0.019,0.02,105,0,0,2011.08,91.490402,12.978393,91.490267,12.979221,9.314,-13.4951,7.86549,3.73301,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00725-00317_BEAM2,TWOMASS-J06055766+1258451,APG_195-04,GSC-00725-00317,NO_TYC_ID,NO_HIP_ID,91.490402,12.978393,15.0561,10.6313,10.491,10.198,10.184,F8,F8,MainSeq,6033,4.4,0,0.427653,0.291452,0.025,0.019,0.02,105,0,0,2011.08,91.490402,12.978393,91.490267,12.979221,9.314,-13.4951,7.86549,3.73301,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00728-02039_BEAM1,TWOMASS-J05584999+1438137,APG_195-04,GSC-00728-02039,NO_TYC_ID,NO_HIP_ID,89.708215,14.637094,12.2508,11.3412,10.018,9.695,9.591,G5,G5,MainSeq,5443,4.4,0,0.427551,0.34813,0.016,0.018,0.017,105,0,0,2011.08,89.708215,14.637094,89.708301,14.637145,-18.0614,-2.3733,0.72573,3.04194,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00728-02039_BEAM2,TWOMASS-J05584999+1438137,APG_195-04,GSC-00728-02039,NO_TYC_ID,NO_HIP_ID,89.708215,14.637094,12.2508,11.3412,10.018,9.695,9.591,G5,G5,MainSeq,5443,4.4,0,0.427551,0.34813,0.016,0.018,0.017,105,0,0,2011.08,89.708215,14.637094,89.708301,14.637145,-18.0614,-2.3733,0.72573,3.04194,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00729-00260_BEAM1,TWOMASS-J06003240+1456346,APG_195-04,GSC-00729-00260,NO_TYC_ID,NO_HIP_ID,90.134985,14.942943,14.6516,10.7901,11.951,11.555,11.43,K0,K0,MainSeq,5131,4.4,0,0.427585,0.35484,0.015,0.017,0.017,105,0,0,2011.08,90.134985,14.942943,90.135003,14.942965,-4.1534,-3.8427,6.62178,11.86284,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00729-00260_BEAM2,TWOMASS-J06003240+1456346,APG_195-04,GSC-00729-00260,NO_TYC_ID,NO_HIP_ID,90.134985,14.942943,14.6516,10.7901,11.951,11.555,11.43,K0,K0,MainSeq,5131,4.4,0,0.427585,0.35484,0.015,0.017,0.017,105,0,0,2011.08,90.134985,14.942943,90.135003,14.942965,-4.1534,-3.8427,6.62178,11.86284,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00729-00566_BEAM1,TWOMASS-J06073845+1351581,APG_195-04,GSC-00729-00566,NO_TYC_ID,NO_HIP_ID,91.910362,13.867001,9999,9.7992,10.161,9.843,9.796,G2,G2,MainSeq,5764,4.4,0,-9999,0.328574,0.023,0.029,0.015,105,0,0,2011.08,91.910362,13.867001,91.910239,13.866141,-22.2302,-3.7717,7.84588,15.94001,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00729-00566_BEAM2,TWOMASS-J06073845+1351581,APG_195-04,GSC-00729-00566,NO_TYC_ID,NO_HIP_ID,91.910362,13.867001,9999,9.7992,10.161,9.843,9.796,G2,G2,MainSeq,5764,4.4,0,-9999,0.328574,0.023,0.029,0.015,105,0,0,2011.08,91.910362,13.867001,91.910239,13.866141,-22.2302,-3.7717,7.84588,15.94001,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00729-01686_BEAM1,TWOMASS-J06024084+1319390,APG_195-04,GSC-00729-01686,NO_TYC_ID,NO_HIP_ID,90.670204,13.32727,13.404,11.3968,9.861,9.423,9.352,K0,K0,MainSeq,5119,4.4,0,0.427567,0.298129,0.018,0.019,0.016,105,0,0,2011.08,90.670204,13.32727,90.670207,13.327524,15.1279,-63.9644,3.9965,3.78926,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00729-01686_BEAM2,TWOMASS-J06024084+1319390,APG_195-04,GSC-00729-01686,NO_TYC_ID,NO_HIP_ID,90.670204,13.32727,13.404,11.3968,9.861,9.423,9.352,K0,K0,MainSeq,5119,4.4,0,0.427567,0.298129,0.018,0.019,0.016,105,0,0,2011.08,90.670204,13.32727,90.670207,13.327524,15.1279,-63.9644,3.9965,3.78926,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-00049_BEAM1,TWOMASS-J10151161+1217199,HD89307,GSC-00840-00049,NO_TYC_ID,NO_HIP_ID,153.79846,12.288963,12.6811,11.5741,10.109,9.723,9.697,K4,G5,MainSeq,5178,3.687,-0.681,0.430849,0.329177,0.017,0.021,0.02,248,0.091,0.366,2008.87,153.798465,12.288963,153.798412,12.288881,-8.91085,10.38502,3.15211,4.03485,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-00049_BEAM2,TWOMASS-J10151161+1217199,HD89307,GSC-00840-00049,NO_TYC_ID,NO_HIP_ID,153.79846,12.288963,12.6811,11.5741,10.109,9.723,9.697,K4,G5,MainSeq,5178,3.687,-0.681,0.430849,0.329177,0.017,0.021,0.02,248,0.091,0.366,2008.87,153.798465,12.288963,153.798412,12.288881,-8.91085,10.38502,3.15211,4.03485,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-00279_BEAM1,TWOMASS-J10151586+1203242,HD89307,GSC-00840-00279,NO_TYC_ID,NO_HIP_ID,153.81618,12.056681,12.2543,11.5256,10.469,10.183,10.128,K2,F9,MainSeq,5786,3.654,0.002,0.430835,0.322844,0.018,0.025,0.019,100,0.238,0.009,2008.87,153.816185,12.056681,153.816102,12.056749,6.44841,-18.68881,3.82521,3.60316,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-00279_BEAM2,TWOMASS-J10151586+1203242,HD89307,GSC-00840-00279,NO_TYC_ID,NO_HIP_ID,153.81618,12.056681,12.2543,11.5256,10.469,10.183,10.128,K2,F9,MainSeq,5786,3.654,0.002,0.430835,0.322844,0.018,0.025,0.019,100,0.238,0.009,2008.87,153.816185,12.056681,153.816102,12.056749,6.44841,-18.68881,3.82521,3.60316,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-00968_BEAM1,TWOMASS-J10151214+1141091,HD89307,GSC-00840-00968,NO_TYC_ID,NO_HIP_ID,153.80069,11.686055,13.8779,11.2576,10.17,9.912,9.802,K2,K1,MainSeq,5774,4.358,-0.215,0.431025,0.313165,0.021,0.023,0.018,111,0.045,0.073,2008.87,153.800689,11.686055,153.800609,11.685869,-20.94573,13.35678,10.67712,11.57549,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-00968_BEAM2,TWOMASS-J10151214+1141091,HD89307,GSC-00840-00968,NO_TYC_ID,NO_HIP_ID,153.80069,11.686055,13.8779,11.2576,10.17,9.912,9.802,K2,K1,MainSeq,5774,4.358,-0.215,0.431025,0.313165,0.021,0.023,0.018,111,0.045,0.073,2008.87,153.800689,11.686055,153.800609,11.685869,-20.94573,13.35678,10.67712,11.57549,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-01409_BEAM1,TWOMASS-J10224099+1202139,HD89307,GSC-00840-01409,NO_TYC_ID,NO_HIP_ID,155.67077,12.037241,12.588,11.5908,10.163,9.787,9.686,NA,F9,MainSeq,5351,4.75,-0.113,0.423657,0.389795,0.017,0.022,0.019,24,0.125,0.038,2008.87,155.670773,12.037241,155.6708,12.0372,-4.50529,12.27468,2.64707,1.75862,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00840-01409_BEAM2,TWOMASS-J10224099+1202139,HD89307,GSC-00840-01409,NO_TYC_ID,NO_HIP_ID,155.67077,12.037241,12.588,11.5908,10.163,9.787,9.686,NA,F9,MainSeq,5351,4.75,-0.113,0.423657,0.389795,0.017,0.022,0.019,24,0.125,0.038,2008.87,155.670773,12.037241,155.6708,12.0372,-4.50529,12.27468,2.64707,1.75862,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00843-00266_BEAM1,TWOMASS-J10165328+1339518,HD89307,GSC-00843-00266,NO_TYC_ID,NO_HIP_ID,154.22198,13.664429,11.4721,11.0124,9.833,9.554,9.471,G6,G5,MainSeq,5668,4.368,-0.284,0.430813,0.378802,0.019,0.021,0.019,74,0.111,0.063,2008.87,154.221978,13.664429,154.222037,13.664402,-16.05563,3.07129,5.13572,3.93149,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00843-00266_BEAM2,TWOMASS-J10165328+1339518,HD89307,GSC-00843-00266,NO_TYC_ID,NO_HIP_ID,154.22198,13.664429,11.4721,11.0124,9.833,9.554,9.471,G6,G5,MainSeq,5668,4.368,-0.284,0.430813,0.378802,0.019,0.021,0.019,74,0.111,0.063,2008.87,154.221978,13.664429,154.222037,13.664402,-16.05563,3.07129,5.13572,3.93149,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00843-00642_BEAM1,TWOMASS-J10190504+1317149,HD89307,GSC-00843-00642,NO_TYC_ID,NO_HIP_ID,154.77099,13.287503,12.3432,11.4925,10.387,10.021,9.997,G4,F9,MainSeq,5688,4.276,-0.178,0.430826,0.380471,0.02,0.02,0.019,71,0.129,0.037,2008.87,154.770993,13.287503,154.771032,13.287498,-7.74668,-13.18146,5.81932,3.74315,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-00843-00642_BEAM2,TWOMASS-J10190504+1317149,HD89307,GSC-00843-00642,NO_TYC_ID,NO_HIP_ID,154.77099,13.287503,12.3432,11.4925,10.387,10.021,9.997,G4,F9,MainSeq,5688,4.276,-0.178,0.430826,0.380471,0.02,0.02,0.019,71,0.129,0.037,2008.87,154.770993,13.287503,154.771032,13.287498,-7.74668,-13.18146,5.81932,3.74315,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01127-01331_BEAM1,TWOMASS-J21312783+1240202,APG_M15,GSC-01127-01331,NO_TYCHO_STAR_ID,NO_HIP_ID,322.8666,12.672142,9999,11.6637,9.608,9.013,8.881,K2,K2,MainSeq,4485,4.4,0,-9999,0.295391,0.02,0.019,0.017,105,0,0,2011.49,322.866601,12.672142,322.865993,12.672279,180.4172,-15.1525,11.6318,13.90121,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01127-01331_BEAM2,TWOMASS-J21312783+1240202,APG_M15,GSC-01127-01331,NO_TYCHO_STAR_ID,NO_HIP_ID,322.8666,12.672142,9999,11.6637,9.608,9.013,8.881,K2,K2,MainSeq,4485,4.4,0,-9999,0.295391,0.02,0.019,0.017,105,0,0,2011.49,322.866601,12.672142,322.865993,12.672279,180.4172,-15.1525,11.6318,13.90121,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01191-00872_BEAM1,TWOMASS-J00470078+1917057,HD4203,GSC-01191-00872,NO_TYC_ID,NO_HIP_ID,11.753052,19.284846,12.1213,11.0989,9.638,9.28,9.174,K1,K1,MainSeq,5276,4.649,-0.118,0.363605,0.256897,0.018,0.02,0.017,126,0.043,0.055,2008.56,11.753059,19.28485,11.753277,19.284925,-74.003,-48.11162,3.40851,2.8644,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01191-00872_BEAM2,TWOMASS-J00470078+1917057,HD4203,GSC-01191-00872,NO_TYC_ID,NO_HIP_ID,11.753052,19.284846,12.1213,11.0989,9.638,9.28,9.174,K1,K1,MainSeq,5276,4.649,-0.118,0.363605,0.256897,0.018,0.02,0.017,126,0.043,0.055,2008.56,11.753059,19.28485,11.753277,19.284925,-74.003,-48.11162,3.40851,2.8644,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01191-01916_BEAM1,TWOMASS-J00424795+1938230,HD4203,GSC-01191-01916,NO_TYC_ID,NO_HIP_ID,10.699934,19.639657,12.1373,11.5818,10.281,9.982,9.935,G4,F9,MainSeq,5728,4.455,-0.176,0.415277,0.340492,0.016,0.017,0.017,28,0.12,0.038,2008.56,10.699931,19.639658,10.699809,19.639734,31.57013,-9.97698,2.47822,2.61885,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01191-01916_BEAM2,TWOMASS-J00424795+1938230,HD4203,GSC-01191-01916,NO_TYC_ID,NO_HIP_ID,10.699934,19.639657,12.1373,11.5818,10.281,9.982,9.935,G4,F9,MainSeq,5728,4.455,-0.176,0.415277,0.340492,0.016,0.017,0.017,28,0.12,0.038,2008.56,10.699931,19.639658,10.699809,19.639734,31.57013,-9.97698,2.47822,2.61885,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01194-00014_BEAM1,TWOMASS-J00435977+2027534,HD4203,GSC-01194-00014,NO_TYC_ID,NO_HIP_ID,10.99906,20.464851,12.2819,11.2737,9.724,9.254,9.145,K2,K1,MainSeq,5137,3.542,-0.217,0.417075,0.3128,0.017,0.014,0.016,112,0.199,0.095,2008.56,10.99906,20.464851,10.999072,20.464846,-0.59129,-4.79078,3.16855,2.87458,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01194-00014_BEAM2,TWOMASS-J00435977+2027534,HD4203,GSC-01194-00014,NO_TYC_ID,NO_HIP_ID,10.99906,20.464851,12.2819,11.2737,9.724,9.254,9.145,K2,K1,MainSeq,5137,3.542,-0.217,0.417075,0.3128,0.017,0.014,0.016,112,0.199,0.095,2008.56,10.99906,20.464851,10.999072,20.464846,-0.59129,-4.79078,3.16855,2.87458,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01194-00252_BEAM1,TWOMASS-J00440573+2011124,HD4203,GSC-01194-00252,NO_TYC_ID,NO_HIP_ID,11.023757,20.186798,12.0339,11.1612,9.92,9.566,9.436,G7,F9,MainSeq,5493,3.853,-0.274,0.417067,0.305215,0.018,0.02,0.01,132,0.285,0.108,2008.56,11.023759,20.186798,11.023895,20.186796,-20.87993,3.82193,3.73033,3.47143,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01194-00252_BEAM2,TWOMASS-J00440573+2011124,HD4203,GSC-01194-00252,NO_TYC_ID,NO_HIP_ID,11.023757,20.186798,12.0339,11.1612,9.92,9.566,9.436,G7,F9,MainSeq,5493,3.853,-0.274,0.417067,0.305215,0.018,0.02,0.01,132,0.285,0.108,2008.56,11.023759,20.186798,11.023895,20.186796,-20.87993,3.82193,3.73033,3.47143,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
GSC-01231-00252_BEAM1,TWOMASS-J03095448+2050550,HIP14810,GSC-01231-00252,NO_TYC_ID,NO_HIP_ID,47.476843,20.848504,11.1871,10.8208,9.561,9.281,9.178,G6,F9,MainSeq,5707,4.295,-0.117,0.425143,0.32495,0.018,0.021,0.015,159,0.096,0.035,2008.56,47.476848,20.848506,47.477013,20.848633,-50.81193,-25.40772,3.13991,4.55105,9999,9999,9999,9999,9999,9999,NO_HIP_TYPE!
